token	tag
'Clementine'	''
and	CC
'La	NNP
Cucaracha'.	NNP
The	DT
words	NNS
ran:	VBP
<pre>	JJ
Beasts	NNS
of	IN
England,	NNP
beasts	NNS
of	IN
Ireland,	NNP
Beasts	NNPS
of	IN
every	DT
land	NN
and	CC
clime,	NN
Hearken	NNP
to	IN
my	PRP$
joyful	JJ
tidings	NNS
Of	IN
the	DT
golden	JJ
future	JJ
time.	NN
Soon	RB
or	CC
late	RB
the	DT
day	NN
is	VBZ
coming,	JJ
Tyrant	NNP
Man	NNP
shall	MD
be	VB
o'erthrown,	JJ
And	CC
the	DT
fruitful	JJ
fields	NNS
of	IN
England	NNP
Shall	MD
be	VB
trod	VBN
by	IN
beasts	NNS
alone.	RB
Rings	NNS
shall	MD
vanish	VB
from	IN
our	PRP$
noses,	NN
And	CC
the	DT
harness	NN
from	IN
our	PRP$
back,	NN
Bit	NN
and	CC
spur	VB
shall	MD
rust	VB
forever,	RB
Cruel	JJ
whips	NNS
no	DT
more	JJR
shall	MD
crack.	VB
Riches	NNS
more	RBR
than	IN
mind	NN
can	MD
picture,	VB
Wheat	NN
and	CC
barley,	NN
oats	NNS
and	CC
hay,	VB
Clover,	NNP
beans,	,
and	CC
mangel-wurzels	NNS
Shall	MD
be	VB
ours	PRP$
upon	IN
that	DT
day.	NN
Bright	NNP
will	MD
shine	VB
the	DT
fields	NNS
of	IN
England,	NNP
Purer	NNP
shall	MD
its	PRP$
waters	NNS
be,	,
Sweeter	NNP
yet	RB
shall	MD
blow	VB
its	PRP$
breezes	NNS
On	IN
the	DT
day	NN
that	WDT
sets	VBZ
us	PRP
free.	JJ
For	IN
that	DT
day	NN
we	PRP
all	DT
must	MD
labour,	VB
Though	IN
we	PRP
die	VBP
before	IN
it	PRP
break;	VBZ
Cows	NNS
and	CC
horses,	NN
geese	NNS
and	CC
turkeys,	NN
All	DT
must	MD
toil	VB
for	IN
freedom's	NNS
sake.	NN
Beasts	NNS
of	IN
England,	NNP
beasts	NNS
of	IN
Ireland,	NNP
Beasts	NNPS
of	IN
every	DT
land	NN
and	CC
clime,	NN
Hearken	NNP
well	UH
and	CC
spread	VBP
my	PRP$
tidings	NNS
Of	IN
the	DT
golden	JJ
future	JJ
time.	NN
</pre>	NNP
The	DT
singing	NN
of	IN
this	DT
song	NN
threw	VBD
the	DT
animals	NNS
into	IN
the	DT
wildest	JJS
excitement.	NN
Almost	RB
before	IN
Major	NNP
had	VBD
reached	VBN
the	DT
end,	NN
they	PRP
had	VBD
begun	VBN
singing	VBG
it	PRP
for	IN
themselves.	PRP
Even	RB
the	DT
stupidest	JJS
of	IN
them	PRP
had	VBD
already	RB
picked	VBN
up	RP
the	DT
tune	NN
and	CC
a	DT
few	JJ
of	IN
the	DT
words,	NN
and	CC
as	IN
for	IN
the	DT
clever	JJ
ones,	NN
such	JJ
as	IN
the	DT
pigs	NNS
and	CC
dogs,	NN
they	PRP
had	VBD
the	DT
entire	JJ
song	NN
by	IN
heart	NN
within	IN
a	DT
few	JJ
minutes.	NN
And	CC
then,	RB
after	IN
a	DT
few	JJ
preliminary	JJ
tries,	NN
the	DT
whole	JJ
farm	NN
burst	VBD
out	RP
into	IN
'Beasts	NNS
of	IN
England'	NNP
in	IN
tremendous	JJ
unison.	NN
The	DT
cows	NNS
lowed	VBD
it,	,
the	DT
dogs	NNS
whined	VBD
it,	,
the	DT
sheep	NNS
bleated	VBD
it,	,
the	DT
horses	NNS
whinnied	VBD
it,	,
the	DT
ducks	NNS
quacked	VBD
it.	.
They	PRP
were	VBD
so	RB
delighted	JJ
with	IN
the	DT
song	NN
that	IN
they	PRP
sang	VBD
it	PRP
right	RB
through	IN
five	CD
times	NNS
in	IN
succession,	NN
and	CC
might	MD
have	VB
continued	VBN
singing	VBG
it	PRP
all	DT
night	NN
if	IN
they	PRP
had	VBD
not	RB
been	VBN
interrupted.	VBN
Unfortunately,	RB
the	DT
uproar	NN
awoke	VBD
Mr.	NNP
Jones,	NNP
who	WP
sprang	VBD
out	IN
of	IN
bed,	NN
making	VBG
sure	JJ
that	IN
there	EX
was	VBD
a	DT
fox	NN
in	IN
the	DT
yard.	NN
He	PRP
seized	VBD
the	DT
gun	NN
which	WDT
always	RB
stood	VBD
in	IN
a	DT
corner	NN
of	IN
his	PRP$
bedroom,	NN
and	CC
let	VBD
fly	VB
a	DT
charge	NN
of	IN
number	NN
6	CD
shot	VBD
into	IN
the	DT
darkness.	NN
The	DT
pellets	NNS
buried	VBD
themselves	PRP
in	IN
the	DT
wall	NN
of	IN
the	DT
barn	NN
and	CC
the	DT
meeting	NN
broke	VBD
up	RP
hurriedly.	RB
Everyone	NN
fled	VBD
to	IN
his	PRP$
own	JJ
sleeping-place.	JJ
The	DT
birds	NNS
jumped	VBD
on	RP
to	IN
their	PRP$
perches,	NN
the	DT
animals	NNS
settled	VBD
down	RP
in	IN
the	DT
straw,	NN
and	CC
the	DT
whole	JJ
farm	NN
was	VBD
asleep	JJ
in	IN
a	DT
moment.	NN
<h2>Chapter	NNP
II</h2>	NNP
Three	CD
nights	NNS
later	RB
old	JJ
Major	NNP
died	VBD
peacefully	RB
in	IN
his	PRP$
sleep.	NN
His	PRP$
body	NN
was	VBD
buried	VBN
at	IN
the	DT
foot	NN
of	IN
the	DT
orchard.	NN
This	DT
was	VBD
early	JJ
in	IN
March.	NNP
During	IN
the	DT
next	JJ
three	CD
months	NNS
there	EX
was	VBD
much	JJ
secret	JJ
activity.	NN
Major's	NNP
speech	NN
had	VBD
given	VBN
to	IN
the	DT
more	RBR
intelligent	JJ
animals	NNS
on	IN
the	DT
farm	NN
a	DT
completely	RB
new	JJ
outlook	NN
on	IN
life.	NN
They	PRP
did	VBD
not	RB
know	VB
when	WRB
the	DT
Rebellion	NNP
predicted	VBD
by	IN
Major	NNP
would	MD
take	VB
place,	NN
they	PRP
had	VBD
no	DT
reason	NN
for	IN
thinking	VBG
that	IN
it	PRP
would	MD
be	VB
within	IN
their	PRP$
own	JJ
lifetime,	NN
but	CC
they	PRP
saw	VBD
clearly	RB
that	IN
it	PRP
was	VBD
their	PRP$
duty	NN
to	TO
prepare	VB
for	IN
it.	PRP
The	DT
work	NN
of	IN
teaching	VBG
and	CC
organising	VBG
the	DT
others	NNS
fell	VBD
naturally	RB
upon	IN
the	DT
pigs,	NN
who	WP
were	VBD
generally	RB
recognised	VBN
as	IN
being	VBG
the	DT
cleverest	JJS
of	IN
the	DT
animals.	NN
Pre-eminent	JJ
among	IN
the	DT
pigs	NNS
were	VBD
two	CD
young	JJ
boars	NNS
named	VBN
Snowball	NNP
and	CC
Napoleon,	NNP
whom	WP
Mr.	NNP
Jones	NNP
was	VBD
breeding	VBG
up	RP
for	IN
sale.	NN
Napoleon	NNP
was	VBD
a	DT
large,	JJ
rather	RB
fierce-looking	JJ
Berkshire	NNP
boar,	NN
the	DT
only	JJ
Berkshire	NNP
on	IN
the	DT
farm,	NN
not	RB
much	JJ
of	IN
a	DT
talker,	NN
but	CC
with	IN
a	DT
reputation	NN
for	IN
getting	VBG
his	PRP$
own	JJ
way.	NN
Snowball	NN
was	VBD
a	DT
more	RBR
vivacious	JJ
pig	NN
than	IN
Napoleon,	NNP
quicker	RBR
in	IN
speech	NN
and	CC
more	RBR
inventive,	JJ
but	CC
was	VBD
not	RB
considered	VBN
to	TO
have	VB
the	DT
same	JJ
depth	NN
of	IN
character.	NN
All	PDT
the	DT
other	JJ
male	JJ
pigs	NNS
on	IN
the	DT
farm	NN
were	VBD
porkers.	NN
The	DT
best	RBS
known	VBN
among	IN
them	PRP
was	VBD
a	DT
small	JJ
fat	JJ
pig	NN
named	VBN
Squealer,	NNP
with	IN
very	RB
round	JJ
cheeks,	JJ
twinkling	JJ
eyes,	NN
nimble	JJ
movements,	NN
and	CC
a	DT
shrill	JJ
voice.	NN
He	PRP
was	VBD
a	DT
brilliant	JJ
talker,	NN
and	CC
when	WRB
he	PRP
was	VBD
arguing	VBG
some	DT
difficult	JJ
point	NN
he	PRP
had	VBD
a	DT
way	NN
of	IN
skipping	VBG
from	IN
side	NN
to	IN
side	NN
and	CC
whisking	VBG
his	PRP$
tail	NN
which	WDT
was	VBD
somehow	RB
very	RB
persuasive.	JJ
The	DT
others	NNS
said	VBD
of	IN
Squealer	NNP
that	IN
he	PRP
could	MD
turn	VB
black	JJ
into	IN
white.	NN
These	DT
three	CD
had	VBD
elaborated	VBN
old	JJ
Major's	NNP
teachings	NNS
into	IN
a	DT
complete	JJ
system	NN
of	IN
thought,	NN
to	TO
which	WDT
they	PRP
gave	VBD
the	DT
name	NN
of	IN
Animalism.	NNP
Several	JJ
nights	NNS
a	DT
week,	NN
after	IN
Mr.	NNP
Jones	NNP
was	VBD
asleep,	JJ
they	PRP
held	VBD
secret	JJ
meetings	NNS
in	IN
the	DT
barn	NN
and	CC
expounded	VBD
the	DT
principles	NNS
of	IN
Animalism	NN
to	IN
the	DT
others.	JJ
At	IN
the	DT
beginning	NN
they	PRP
met	VBD
with	IN
much	JJ
stupidity	NN
and	CC
apathy.	NN
Some	DT
of	IN
the	DT
animals	NNS
talked	VBD
of	IN
the	DT
duty	NN
of	IN
loyalty	NN
to	IN
Mr.	NNP
Jones,	NNP
whom	WP
they	PRP
referred	VBD
to	IN
as	IN
"Master,"	``
or	CC
made	VBD
elementary	JJ
remarks	NNS
such	JJ
as	IN
"Mr.	NNP
Jones	NNP
feeds	VBZ
us.	.
If	IN
he	PRP
were	VBD
gone,	VBN
we	PRP
should	MD
starve	VB
to	IN
death."	NN
Others	NNS
asked	VBD
such	JJ
questions	NNS
as	IN
"Why	``
should	MD
we	PRP
care	VB
what	WP
happens	VBZ
after	IN
we	PRP
are	VBP
dead?"	VBN
or	CC
"If	IN
this	DT
Rebellion	NN
is	VBZ
to	TO
happen	VB
anyway,	RB
what	WDT
difference	NN
does	VBZ
it	PRP
make	VB
whether	IN
we	PRP
work	VBP
for	IN
it	PRP
or	CC
not?	RB
",	NFP
and	CC
the	DT
pigs	NNS
had	VBD
great	JJ
difficulty	NN
in	IN
making	VBG
them	PRP
see	VB
that	IN
this	DT
was	VBD
contrary	JJ
to	IN
the	DT
spirit	NN
of	IN
Animalism.	NNP
The	DT
stupidest	JJS
questions	NNS
of	IN
all	DT
were	VBD
asked	VBN
by	IN
Mollie,	NNP
the	DT
white	JJ
mare.	NN
The	DT
very	RB
first	JJ
question	NN
she	PRP
asked	VBD
Snowball	NNP
was:	:
"Will	MD
there	EX
still	RB
be	VB
sugar	NN
after	IN
the	DT
Rebellion?"	NNP
"No,"	``
said	VBD
Snowball	NNP
firmly.	RB
"We	PRP
have	VBP
no	DT
means	NNS
of	IN
making	VBG
sugar	NN
on	IN
this	DT
farm.	NN
Besides,	RB
you	PRP
do	VBP
not	RB
need	VB
sugar.	NN
You	PRP
will	MD
have	VB
all	PDT
the	DT
oats	NNS
and	CC
hay	NN
you	PRP
want."	VBP
"And	``
shall	MD
I	PRP
still	RB
be	VB
allowed	VBN
to	TO
wear	VB
ribbons	NNS
in	IN
my	PRP$
mane?"	NN
asked	VBD
Mollie.	NNP
"Comrade,"	''
said	VBD
Snowball,	NNP
"those	JJ
ribbons	NNS
that	WDT
you	PRP
are	VBP
so	RB
devoted	JJ
to	IN
are	VBP
the	DT
badge	NN
of	IN
slavery.	NN
Can	MD
you	PRP
not	RB
understand	VB
that	IN
liberty	NN
is	VBZ
worth	JJ
more	JJR
than	IN
ribbons?"	NNS
Mollie	NNP
agreed,	VBD
but	CC
she	PRP
did	VBD
not	RB
sound	VB
very	RB
convinced.	JJ
The	DT
pigs	NNS
had	VBD
an	DT
even	RB
harder	JJR
struggle	NN
to	TO
counteract	VB
the	DT
lies	NNS
put	VBN
about	RP
by	IN
Moses,	NNP
the	DT
tame	JJ
raven.	NN
Moses,	NNP
who	WP
was	VBD
Mr.	NNP
Jones's	NNP
especial	JJ
pet,	NN
was	VBD
a	DT
spy	NN
and	CC
a	DT
tale-bearer,	NN
but	CC
he	PRP
was	VBD
also	RB
a	DT
clever	JJ
talker.	NN
He	PRP
claimed	VBD
to	TO
know	VB
of	IN
the	DT
existence	NN
of	IN
a	DT
mysterious	JJ
country	NN
called	VBN
Sugarcandy	NNP
Mountain,	NNP
to	IN
which	WDT
all	DT
animals	NNS
went	VBD
when	WRB
they	PRP
died.	VBD
It	PRP
was	VBD
situated	VBN
somewhere	RB
up	RB
in	IN
the	DT
sky,	NN
a	DT
little	JJ
distance	NN
beyond	IN
the	DT
clouds,	NN
Moses	NNP
said.	VBD
In	IN
Sugarcandy	NNP
Mountain	NNP
it	PRP
was	VBD
Sunday	NNP
seven	CD
days	NNS
a	DT
week,	NN
clover	NN
was	VBD
in	IN
season	NN
all	PDT
the	DT
year	NN
round,	,
and	CC
lump	NN
sugar	NN
and	CC
linseed	NN
cake	NN
grew	VBD
on	IN
the	DT
hedges.	NN
The	DT
animals	NNS
hated	VBD
Moses	NNP
because	IN
he	PRP
told	VBD
tales	NNS
and	CC
did	VBD
no	DT
work,	NN
but	CC
some	DT
of	IN
them	PRP
believed	VBD
in	IN
Sugarcandy	NNP
Mountain,	NNP
and	CC
the	DT
pigs	NNS
had	VBD
to	TO
argue	VB
very	RB
hard	RB
to	TO
persuade	VB
them	PRP
that	IN
there	EX
was	VBD
no	DT
such	JJ
place.	NN
Their	PRP$
most	RBS
faithful	JJ
disciples	NNS
were	VBD
the	DT
two	CD
cart-horses,	NN
Boxer	NNP
and	CC
Clover.	NNP
These	DT
two	CD
had	VBD
great	JJ
difficulty	NN
in	IN
thinking	VBG
anything	NN
out	RP
for	IN
themselves,	PRP
but	CC
having	VBG
once	RB
accepted	VBN
the	DT
pigs	NNS
as	IN
their	PRP$
teachers,	NN
they	PRP
absorbed	VBD
everything	NN
that	WDT
they	PRP
were	VBD
told,	VBN
and	CC
passed	VBD
it	PRP
on	RP
to	IN
the	DT
other	JJ
animals	NNS
by	IN
simple	JJ
arguments.	NN
They	PRP
were	VBD
unfailing	VBG
in	IN
their	PRP$
attendance	NN
at	IN
the	DT
secret	JJ
meetings	NNS
in	IN
the	DT
barn,	NN
and	CC
led	VBD
the	DT
singing	NN
of	IN
'Beasts	NNPS
of	IN
England',	NNP
with	IN
which	WDT
the	DT
meetings	NNS
always	RB
ended.	VBD
Now,	RB
as	IN
it	PRP
turned	VBD
out,	RP
the	DT
Rebellion	NNP
was	VBD
achieved	VBN
much	RB
earlier	RBR
and	CC
more	RBR
easily	RB
than	IN
anyone	NN
had	VBD
expected.	VBN
In	IN
past	JJ
years	NNS
Mr.	NNP
Jones,	NNP
although	IN
a	DT
hard	JJ
master,	NN
had	VBD
been	VBN
a	DT
capable	JJ
farmer,	NN
but	CC
of	IN
late	RB
he	PRP
had	VBD
fallen	VBN
on	IN
evil	JJ
days.	NN
He	PRP
had	VBD
become	VBN
much	RB
disheartened	JJ
after	IN
losing	VBG
money	NN
in	IN
a	DT
lawsuit,	NN
and	CC
had	VBD
taken	VBN
to	IN
drinking	VBG
more	JJR
than	IN
was	VBD
good	JJ
for	IN
him.	PRP
For	IN
whole	JJ
days	NNS
at	IN
a	DT
time	NN
he	PRP
would	MD
lounge	VB
in	IN
his	PRP$
Windsor	NNP
chair	NN
in	IN
the	DT
kitchen,	NN
reading	VBG
the	DT
newspapers,	NN
drinking,	NN
and	CC
occasionally	RB
feeding	VBG
Moses	NNP
on	IN
crusts	NNS
of	IN
bread	NN
soaked	VBN
in	IN
beer.	NN
His	PRP$
men	NNS
were	VBD
idle	JJ
and	CC
dishonest,	JJ
the	DT
fields	NNS
were	VBD
full	JJ
of	IN
weeds,	NN
the	DT
buildings	NNS
wanted	VBD
roofing,	NN
the	DT
hedges	NNS
were	VBD
neglected,	JJ
and	CC
the	DT
animals	NNS
were	VBD
underfed.	JJ
June	NNP
came	VBD
and	CC
the	DT
hay	NN
was	VBD
almost	RB
ready	JJ
for	IN
cutting.	NN
On	IN
Midsummer's	NNP
Eve,	NNP
which	WDT
was	VBD
a	DT
Saturday,	NNP
Mr.	NNP
Jones	NNP
went	VBD
into	IN
Willingdon	NNP
and	CC
got	VBD
so	RB
drunk	JJ
at	IN
the	DT
Red	NNP
Lion	NNP
that	IN
he	PRP
did	VBD
not	RB
come	VB
back	RB
till	IN
midday	NN
on	IN
Sunday.	NNP
The	DT
men	NNS
had	VBD
milked	VBN
the	DT
cows	NNS
in	IN
the	DT
early	JJ
morning	NN
and	CC
then	RB
had	VBD
gone	VBN
out	RB
rabbiting,	JJ
without	IN
bothering	VBG
to	TO
feed	VB
the	DT
animals.	NN
When	WRB
Mr.	NNP
Jones	NNP
got	VBD
back	RB
he	PRP
immediately	RB
went	VBD
to	TO
sleep	VB
on	IN
the	DT
drawing-room	NN
sofa	NN
with	IN
the	DT
News	NNP
of	IN
the	DT
World	NNP
over	IN
his	PRP$
face,	NN
so	IN
that	IN
when	WRB
evening	NN
came,	VBD
the	DT
animals	NNS
were	VBD
still	RB
unfed.	JJ
At	IN
last	RB
they	PRP
could	MD
stand	VB
it	PRP
no	RB
longer.	RB
One	CD
of	IN
the	DT
cows	NNS
broke	VBD
in	IN
the	DT
door	NN
of	IN
the	DT
store-shed	VBN
with	IN
her	PRP$
horn	NN
and	CC
all	PDT
the	DT
animals	NNS
began	VBD
to	TO
help	VB
themselves	PRP
from	IN
the	DT
bins.	NN
It	PRP
was	VBD
just	RB
then	RB
that	WRB
Mr.	NNP
Jones	NNP
woke	VBD
up.	RP
The	DT
next	JJ
moment	NN
he	PRP
and	CC
his	PRP$
four	CD
men	NNS
were	VBD
in	IN
the	DT
store-shed	VBN
with	IN
whips	NNS
in	IN
their	PRP$
hands,	NN
lashing	VBG
out	RB
in	IN
all	DT
directions.	NN
This	DT
was	VBD
more	JJR
than	IN
the	DT
hungry	JJ
animals	NNS
could	MD
bear.	VB
With	IN
one	CD
accord,	NN
though	IN
nothing	NN
of	IN
the	DT
kind	NN
had	VBD
been	VBN
planned	VBN
beforehand,	,
they	PRP
flung	VBD
themselves	PRP
upon	IN
their	PRP$
tormentors.	NN
Jones	NNP
and	CC
his	PRP$
men	NNS
suddenly	RB
found	VBD
themselves	PRP
being	VBG
butted	VBN
and	CC
kicked	VBN
from	IN
all	DT
sides.	NN
The	DT
situation	NN
was	VBD
quite	RB
out	IN
of	IN
their	PRP$
control.	NN
They	PRP
had	VBD
never	RB
seen	VBN
animals	NNS
behave	VB
like	IN
this	DT
before,	,
and	CC
this	DT
sudden	JJ
uprising	NN
of	IN
creatures	NNS
whom	WP
they	PRP
were	VBD
used	JJ
to	IN
thrashing	VBG
and	CC
maltreating	VBG
just	RB
as	IN
they	PRP
chose,	VBD
frightened	VBD
them	PRP
almost	RB
out	IN
of	IN
their	PRP$
wits.	NN
After	IN
only	RB
a	DT
moment	NN
or	CC
two	CD
they	PRP
gave	VBD
up	RP
trying	VBG
to	TO
defend	VB
themselves	PRP
and	CC
took	VBD
to	IN
their	PRP$
heels.	NN
A	DT
minute	NN
later	RB
all	DT
five	CD
of	IN
them	PRP
were	VBD
in	IN
full	JJ
flight	NN
down	IN
the	DT
cart-track	NN
that	WDT
led	VBD
to	IN
the	DT
main	JJ
road,	NN
with	IN
the	DT
animals	NNS
pursuing	VBG
them	PRP
in	IN
triumph.	NN
Mrs.	NNP
Jones	NNP
looked	VBD
out	IN
of	IN
the	DT
bedroom	NN
window,	NN
saw	VBD
what	WP
was	VBD
happening,	JJ
hurriedly	RB
flung	VBD
a	DT
few	JJ
possessions	NNS
into	IN
a	DT
carpet	NN
bag,	NN
and	CC
slipped	VBD
out	IN
of	IN
the	DT
farm	NN
by	IN
another	DT
way.	NN
Moses	NNP
sprang	VBD
off	RP
his	PRP$
perch	NN
and	CC
flapped	VBD
after	IN
her,	RB
croaking	VBG
loudly.	RB
Meanwhile	RB
the	DT
animals	NNS
had	VBD
chased	VBN
Jones	NNP
and	CC
his	PRP$
men	NNS
out	RP
on	IN
to	IN
the	DT
road	NN
and	CC
slammed	VBD
the	DT
five-barred	JJ
gate	NN
behind	IN
them.	PRP
And	CC
so,	,
almost	RB
before	IN
they	PRP
knew	VBD
what	WP
was	VBD
happening,	VBN
the	DT
Rebellion	NNP
had	VBD
been	VBN
successfully	RB
carried	VBN
through:	:
Jones	NNP
was	VBD
expelled,	JJ
and	CC
the	DT
Manor	NNP
Farm	NNP
was	VBD
theirs.	VBN
For	IN
the	DT
first	JJ
few	JJ
minutes	NNS
the	DT
animals	NNS
could	MD
hardly	RB
believe	VB
in	IN
their	PRP$
good	JJ
fortune.	NN
Their	PRP$
first	JJ
act	NN
was	VBD
to	TO
gallop	VB
in	IN
a	DT
body	NN
right	RB
round	IN
the	DT
boundaries	NNS
of	IN
the	DT
farm,	NN
as	IN
though	RB
to	TO
make	VB
quite	RB
sure	JJ
that	IN
no	DT
human	JJ
being	NN
was	VBD
hiding	VBG
anywhere	RB
upon	IN
it;	:
then	RB
they	PRP
raced	VBD
back	RB
to	IN
the	DT
farm	NN
buildings	NNS
to	TO
wipe	VB
out	RP
the	DT
last	JJ
traces	NNS
of	IN
Jones's	NNP
hated	VBN
reign.	.
The	DT
harness-room	NN
at	IN
the	DT
end	NN
of	IN
the	DT
stables	NNS
was	VBD
broken	VBN
open;	JJ
the	DT
bits,	NN
the	DT
nose-rings,	NN
the	DT
dog-chains,	NN
the	DT
cruel	JJ
knives	NNS
with	IN
which	WDT
Mr.	NNP
Jones	NNP
had	VBD
been	VBN
used	VBN
to	TO
castrate	VB
the	DT
pigs	NNS
and	CC
lambs,	NN
were	VBD
all	RB
flung	VBN
down	IN
the	DT
well.	NN
The	DT
reins,	NN
the	DT
halters,	NN
the	DT
blinkers,	NN
the	DT
degrading	JJ
nosebags,	NN
were	VBD
thrown	VBN
on	RP
to	IN
the	DT
rubbish	NN
fire	NN
which	WDT
was	VBD
burning	VBG
in	IN
the	DT
yard.	NN
So	RB
were	VBD
the	DT
whips.	NN
All	PDT
the	DT
animals	NNS
capered	VBN
with	IN
joy	NN
when	WRB
they	PRP
saw	VBD
the	DT
whips	NNS
going	VBG
up	RP
in	IN
flames.	NN
Snowball	NNP
also	RB
threw	VBD
on	RP
to	IN
the	DT
fire	NN
the	DT
ribbons	NNS
with	IN
which	WDT
the	DT
horses'	JJ
manes	NNS
and	CC
tails	NNS
had	VBD
usually	RB
been	VBN
decorated	VBN
on	IN
market	NN
days.	NN
"Ribbons,"	``
he	PRP
said,	VBD
"should	MD
be	VB
considered	VBN
as	IN
clothes,	NN
which	WDT
are	VBP
the	DT
mark	NN
of	IN
a	DT
human	JJ
being.	NN
All	DT
animals	NNS
should	MD
go	VB
naked."	JJ
When	WRB
Boxer	NNP
heard	VBD
this	DT
he	PRP
fetched	VBD
the	DT
small	JJ
straw	NN
hat	NN
which	WDT
he	PRP
wore	VBD
in	IN
summer	NN
to	TO
keep	VB
the	DT
flies	NNS
out	IN
of	IN
his	PRP$
ears,	NN
and	CC
flung	VBD
it	PRP
on	RP
to	IN
the	DT
fire	NN
with	IN
the	DT
rest.	NN
In	IN
a	DT
very	RB
little	JJ
while	NN
the	DT
animals	NNS
had	VBD
destroyed	VBN
everything	NN
that	WDT
reminded	VBD
them	PRP
of	IN
Mr.	NNP
Jones.	NNP
Napoleon	NNP
then	RB
led	VBD
them	PRP
back	RB
to	IN
the	DT
store-shed	NN
and	CC
served	VBD
out	RP
a	DT
double	JJ
ration	NN
of	IN
corn	NN
to	IN
everybody,	NN
with	IN
two	CD
biscuits	NNS
for	IN
each	DT
dog.	NN
Then	RB
they	PRP
sang	VBD
'Beasts	NNS
of	IN
England'	NNP
from	IN
end	NN
to	TO
end	VB
seven	CD
times	NNS
running,	JJ
and	CC
after	IN
that	DT
they	PRP
settled	VBD
down	RP
for	IN
the	DT
night	NN
and	CC
slept	VBD
as	IN
they	PRP
had	VBD
never	RB
slept	VBN
before.	.
But	CC
they	PRP
woke	VBD
at	IN
dawn	NN
as	IN
usual,	JJ
and	CC
suddenly	RB
remembering	VBG
the	DT
glorious	JJ
thing	NN
that	WDT
had	VBD
happened,	VBN
they	PRP
all	DT
raced	VBD
out	RB
into	IN
the	DT
pasture	NN
together.	RB
A	DT
little	JJ
way	NN
down	IN
the	DT
pasture	NN
there	EX
was	VBD
a	DT
knoll	NN
that	WDT
commanded	VBD
a	DT
view	NN
of	IN
most	JJS
of	IN
the	DT
farm.	NN
The	DT
animals	NNS
rushed	VBD
to	IN
the	DT
top	NN
of	IN
it	PRP
and	CC
gazed	VBD
round	IN
them	PRP
in	IN
the	DT
clear	JJ
morning	NN
light.	NN
Yes,	UH
it	PRP
was	VBD
theirs--everything	NN
that	WDT
they	PRP
could	MD
see	VB
was	VBD
theirs!	JJ
In	IN
the	DT
ecstasy	NN
of	IN
that	DT
thought	NN
they	PRP
gambolled	VBD
round	RB
and	CC
round,	,
they	PRP
hurled	VBD
themselves	PRP
into	IN
the	DT
air	NN
in	IN
great	JJ
leaps	NNS
of	IN
excitement.	NN
They	PRP
rolled	VBD
in	RP
the	DT
dew,	NN
they	PRP
cropped	VBD
mouthfuls	NNS
of	IN
the	DT
sweet	JJ
summer	NN
grass,	NN
they	PRP
kicked	VBD
up	RP
clods	NNS
of	IN
the	DT
black	JJ
earth	NN
and	CC
snuffed	VBD
its	PRP$
rich	JJ
scent.	NN
Then	RB
they	PRP
made	VBD
a	DT
tour	NN
of	IN
inspection	NN
of	IN
the	DT
whole	JJ
farm	NN
and	CC
surveyed	VBD
with	IN
speechless	JJ
admiration	NN
the	DT
ploughland,	NN
the	DT
hayfield,	NN
the	DT
orchard,	NN
the	DT
pool,	NN
the	DT
spinney.	NN
It	PRP
was	VBD
as	IN
though	IN
they	PRP
had	VBD
never	RB
seen	VBN
these	DT
things	NNS
before,	RB
and	CC
even	RB
now	RB
they	PRP
could	MD
hardly	RB
believe	VB
that	IN
it	PRP
was	VBD
all	DT
their	PRP$
own.	JJ
Then	RB
they	PRP
filed	VBD
back	RB
to	IN
the	DT
farm	NN
buildings	NNS
and	CC
halted	VBD
in	IN
silence	NN
outside	IN
the	DT
door	NN
of	IN
the	DT
farmhouse.	NN
That	DT
was	VBD
theirs	PRP
too,	RB
but	CC
they	PRP
were	VBD
frightened	JJ
to	TO
go	VB
inside.	RB
After	IN
a	DT
moment,	NN
however,	RB
Snowball	NNP
and	CC
Napoleon	NNP
butted	VBD
the	DT
door	NN
open	JJ
with	IN
their	PRP$
shoulders	NNS
and	CC
the	DT
animals	NNS
entered	VBD
in	IN
single	JJ
file,	NN
walking	VBG
with	IN
the	DT
utmost	JJ
care	NN
for	IN
fear	NN
of	IN
disturbing	VBG
anything.	NN
They	PRP
tiptoed	VBD
from	IN
room	NN
to	IN
room,	NN
afraid	JJ
to	TO
speak	VB
above	IN
a	DT
whisper	NN
and	CC
gazing	VBG
with	IN
a	DT
kind	NN
of	IN
awe	NN
at	IN
the	DT
unbelievable	JJ
luxury,	NN
at	IN
the	DT
beds	NNS
with	IN
their	PRP$
feather	NN
mattresses,	NN
the	DT
looking-glasses,	NN
the	DT
horsehair	NN
sofa,	NN
the	DT
Brussels	NNP
carpet,	NN
the	DT
lithograph	NN
of	IN
Queen	NNP
Victoria	NNP
over	IN
the	DT
drawing-room	NN
mantelpiece.	NN
They	PRP
were	VBD
just	RB
coming	VBG
down	IN
the	DT
stairs	NNS
when	WRB
Mollie	NNP
was	VBD
discovered	VBN
to	TO
be	VB
missing.	JJ
Going	VBG
back,	RB
the	DT
others	NNS
found	VBD
that	IN
she	PRP
had	VBD
remained	VBN
behind	RB
in	IN
the	DT
best	JJS
bedroom.	NN
She	PRP
had	VBD
taken	VBN
a	DT
piece	NN
of	IN
blue	JJ
ribbon	NN
from	IN
Mrs.	NNP
Jones's	NNP
